,cpu_rating,display_density,display_height,display_size,display_width,height,memory,standby_time,talk_time,thickness,weight,width
Samsung-GALAXY-Note-II-Verizon_id7494,1,265,1280,5,720,151,2,,22.00,9,182,81
Samsung-SGH-J150_id2613,,148,220,9,176,111,,300,7.00,9.9,68,45
GIGABYTE-GSmart-GX2_id8829,1,441,1920,0,1080,146.5,2,350,12.00,8.7,135,73.4
Lemon-Mobiles-Duo-335_id6563,,,,2,,110,,384,6.00,16.7,87,47
Sonim-XP3400-Armor_id5768,,200,320,0,240,126,,850,9.50,24,184,58
Fly-Thunder-3-IQ4415_id9746,1,218,854,5,480,131,5,350,6.00,8.3,,65.9
BLU-Dash-JR_id8300,3,165,480,5,320,116.5,5,150,3.00,12,105,62
Samsung-Behold_id3126,,155,400,0,240,105,,300,5.00,13,113,53
Philips-Xenium-X128_id5826,,141,220,0,176,109.5,,850,8.00,15,76,43
ZTE-R220_id6659,,114,160,8,128,107,,300,5.33,12.5,80,45.5
LG-Cookie-Style_id4754,,143,320,8,240,102.9,,192,4.00,11.9,86,56.9
Samsung-Galaxy-Chat_id7240,3,133,320,0,240,118.9,,520,14.66,11.7,112,59.3
Samsung-Pixon12_id3738,,301,800,1,480,108,,250,3.00,13.8,114,53
Samsung-SPH-M230_id3334,,211,320,9,240,91.5,,274,3.30,19.6,97,46.4
HTC-Touch-Pro_id2879,3,286,640,8,480,102,5,367,7.00,18,165,51
Motorola-v60i-CDMA_id480,,,64,,96,87,,240,4.00,25,112,45
LG-CU575_id2102,,,220,,176,99,,300,3.00,15.7,101,51
Nokia-7210_id125,,,128,,128,106,,240,4.00,18,83,45
Gionee-GPad-G5_id9756,1,267,1280,5,720,157.3,1,288,15.00,7.9,105,77.6
Samsung-Sunburst_id4430,3,155,400,0,240,110,,250,5.00,13,87,53
Motorola-Moto-G4_id10054,1,401,1920,5,1080,153,2,,,9.8,155,76.6
Amoi-S600_id6584,,155,400,0,240,110,,,,16.5,155,51
Alcatel-OT-E207A_id2252,,94,76,3,96,98,,250,5.00,18.5,69,42.5
Zen-Mobile-ultrafone-701-HD_id7965,1,294,1280,0,720,144,1,240,8.00,10,,74
Asus-Padfone-2_id7528,1,312,1280,7,720,137.9,2,,,9,135,68.9
LG-Lucid-2_id7768,1,256,960,3,540,122,1,450,21.00,10,129,64
BlackBerry-PlayBook-2_id5607,,,,0,,,,,,,,
ARCHOS-80-Titanium_id7660,1,160,768,0,1024,200,1,,,9.9,440,154
LG-Optimus-M_id7017,3,165,480,5,320,114,5,250,4.00,10,120,63
Motorola-RIZR-Z6_id1885,,200,320,0,240,105.5,,400,7.00,16,115,45.5
ICEMOBILE-Sol_id6590,,167,320,4,240,96.2,,580,8.00,13.2,59,52
Vertu-Constellation-Monogram_id5603,,,,,,109,,400,5.50,15.7,142,45
Alcatel-OneTouch-POP-D5_id9004,1,218,854,5,480,132.5,5,488,10.00,9.95,150,67.9
LG-New-Chocolate-BL40_id3859,,218,800,0,345,128,5,400,6.00,10.9,129,51
Samsung-SGH-A177_id3697,,128,176,2,220,109,,240,5.00,12,88,59
Ericsson-T68_id408,,,80,,101,101,,300,11.00,19,89,48
Sony-Ericsson-Z250_id2207,,114,160,8,128,85,,300,7.00,19.5,90,47
Motorola-W395_id2069,,,160,,128,99,,200,8.33,18.1,97,45
ZTE-Era_id6971,1,256,960,3,540,,1,,,,,
Motorola-DROID-XYBOARD-10,1,149,800,1,1280,253.9,1,,,8.8,603,173.6
Philips-650_id937,,,160,,128,88,,720,8.50,24.5,93,46
Motorola-VU204_id3193,,157,220,8,176,93,,447,3.96,19,96,53
Nokia-8265--8265i_id556,,,47,,83,107,,192,3.00,22,108,48
BLU-Energy-X-2_id10158,1,294,1280,0,720,143.5,1,,,9.6,190,71
Philips-Xenium-X510_id6721,,167,320,4,240,106,,600,8.00,15.65,103,51.8
Sony-Ericsson-T700_id3063,,200,320,0,240,104,,370,9.50,10,78,48
HP-ElitePad-1000_id8467,,224,1200,1,1920,261,,,,9.2,680,178
Xolo-Q1001_id9649,1,196,854,0,480,143,1,634,22.00,9.5,,73.2
LAVA-Iris-Fuel-F1_id9873,1,196,854,0,480,141,2,480,30.50,9.5,148,72
Karbonn-Alfa-A112_id9845,3,233,800,0,480,122.7,5,180,3.80,10.6,113,65
General-Mobile-Diamond-Limited-Edition_id6750,,167,240,4,320,70,,360,4.00,16.3,118,70
Sony-Ericsson-Naite-a_id3771,,182,320,2,240,108,,600,13.75,12.6,84,47
Samsung-Galaxy-J2-2016_id10198,1,294,1280,0,720,142.4,5,,,8,138,71.1
Samsung-Factor_id5176,,102,160,0,128,97,5,300,4.45,18,91,48
Nokia-3285_id70,,,,,,135,,110,3.33,28,142,38
Samsung-Gravity-TXT_id5934,,167,320,4,240,112,,450,6.50,14,112,53
Philips-V377_id9895,1,294,1280,0,720,145,1,1100,29.00,10.9,190,74
Samsung-Wave-578_id5215,3,146,400,2,240,107.9,,700,12.50,12.5,100,54.9
Toshiba-Excite-Go_id8685,1,170,1024,0,600,198,1,,,11,354,119
Vertu-Signature-Precious_id6359,,,,,,130,,300,5.50,13,214,42
LAVA-3G-356_id8394,1,165,480,5,320,116.9,5,200,5.00,12.6,112,62.5
Motorola-MOTO-i776w_id3833,,,160,,128,86,,100,3.41,20,101,46
Philips-S309_id9669,1,233,800,0,480,127.5,1,500,9.50,10.8,127,64.5
Toshiba-TG01_id3455,3,228,800,1,480,129,5,276,5.00,9.9,129,70
Asus-Transformer-Book-T300-Chi_id9051,1,235,1440,5,2560,317.8,,,,7.6,720,191.6
PCD-Casio-GzOne-Type-S_id1844,,157,220,8,176,96.5,,170,3.38,28,145,51
Huawei-Ascend-Y220_id8510,1,165,480,5,320,116.5,5,,,12.3,130,60.6
Lenovo-YOGA-Tab-3-10-inch_id9599,1,149,800,1,1280,253,1,3000,,9.5,665,165
Nokia-1606_id2729,,114,160,8,128,85,,240,3.50,16.5,76,45
Samsung-Flight-II_id4697,,133,320,0,240,112,,252,5.00,13,99,53
HTC-EVO-View-4G_id5332,2,170,600,0,1024,196,1,,,13,425,112
Celkon-C705_id7297,,167,320,4,240,117,,600,7.50,14.5,,51
LG-Renoir-US_id3660,,155,400,0,240,,,300,3.66,,114,
LG-KP202_id1929,,116,160,8,128,87,,200,3.00,19.8,78,45
ARCHOS-ChildPad_id7129,3,133,480,0,800,223,1,,,12.2,380,142
Nokia-700_id5669,2,229,640,2,360,110,5,465,7.16,9.7,96,50
Lenovo-S650_id8259,1,234,960,7,540,138,1,,12.00,8.7,126,69.8
Asus-P750_id2740,3,154,320,6,240,113,,300,6.00,17.4,130,58
i-mobile-S524_id6305,,174,240,3,320,,,450,4.00,,,
VERZO-KINZO_id6597,3,217,800,3,480,,,,,,155,
Motorola-SLVR-L7e_id1785,,,220,,176,113.5,,350,6.66,11.5,96,49
Motorola-C139_id1551,,,55,,96,101,,450,11.66,22,85,45.5
Sony-Ericsson-K500_id861,,,160,,128,102,,300,7.00,14,80,46
LG-LX545_id1140,,,320,,240,,,150,2.50,,,
Gionee-Pioneer-P6_id10116,1,196,854,0,480,142.8,1,162,13.50,8.6,150,74.3
HTC-Touch-Pro2_id3478,3,259,800,6,480,116,5,348,6.98,17,175,59
Siemens-S55_id432,,,80,,101,101,,300,6.00,18,85,42
Nokia-1200_id2146,,,68,,96,102,,390,7.00,17.5,77,44
OPPO-R1C_id9100,1,294,1280,0,720,140.6,2,,,6.85,130,70.1
Alcatel-OneTouch-Idol-S_id8136,1,312,1280,7,720,133.5,1,700,6.00,7.4,110,66.8
Amoi-N8i_id6191,,143,320,8,240,118.8,,,,15.6,138,59.6
i-mobile-Hitz-204_id6347,,,128,,128,105,,150,2.00,13.8,80,44
Samsung-SGH-Z710_id1578,,,320,,240,97,,220,3.00,20.5,108,47.5
Sony-Xperia-M2-Aqua_id8831,1,230,960,8,540,140,1,595,11.38,8.6,149,72
ARCHOS-90-Neon_id8364,1,104,480,0,800,239,1,,,11.6,480,148
Spice-Mobile-M-9000_id5581,,167,320,4,240,119.2,,300,3.50,17.35,123,50.3
Yezz-Andy-6Q_id10113,1,245,1280,0,720,165,1,700,16.00,7.8,160,84
Nokia-6310i_id139,,,65,,96,129,,408,5.50,19,111,47
Spice-Mobile-Smart-Flo-359_id9204,1,165,480,5,320,117.5,5,280,6.00,12,130,62.9
Samsung-Convoy-3_id8062,3,167,320,4,240,103,5,450,6.50,21,125,52
Microsoft-Lumia-430_id9334,1,233,800,0,480,120.5,1,456,12.90,10.6,128,63.2
LG-Optimus-T_id4965,3,180,480,2,320,113.5,,432,6.50,13.3,129,59
Alcatel-OT-203_id3920,,121,128,5,128,,,350,7.00,,60,
Motorola-i35s_id486,,,,,,127,,108,2.50,27,247,48
LG-AX4270_id1386,,,128,,128,83,,168,2.80,23,91,45
ZTE-E550_id6662,,167,400,8,240,106,,,,18.9,110,50.3
Motorola-W270_id2534,,,128,,128,95,,450,9.00,17,94,45
Videocon-Infinium-Z50-Nova_id9271,1,220,960,0,540,145.4,1,,,8.2,153,72.4
Samsung-S5200_id3643,,182,320,2,240,103.6,,300,5.00,10.9,97,48.7
Sharp-GX15--GZ100_id877,,,160,,120,105,,210,3.50,17.8,84,45
ARCHOS-97-Carbon_id7390,3,132,768,7,1024,239,1,,,11.5,620,184
LAVA-A79_id10073,1,170,800,5,480,155,1,,,9.2,134,78.6
Dell-Streak_id5018,3,187,800,0,480,153,5,400,9.00,10,220,79
ZTE-Blade-II_id7013,3,267,800,5,480,115.1,5,,,10.9,117,57.9
Motorola-MOTO-U9_id2213,,200,320,0,240,90,,350,7.16,16.4,88,48.6
Samsung-SGH-C406_id1651,,,160,,128,85.5,,250,3.50,18.5,72,43
Motorola-i856_id3803,,128,220,2,176,106.5,,95,3.50,15,85,50
Celkon-Campus-Crown-Q40_id9074,1,233,800,0,480,125.5,5,260,6.00,9.6,109,64.7
Lenovo-YOGA-Tab-3-Pro_id9600,1,299,2560,1,1600,247,2,1176,,4.68,667,179
Lenovo-S90_id9498,1,294,1280,0,720,146,2,360,27.00,6.9,129,71.7
NEC-N342i_id1089,,,160,,128,86,,200,3.00,24,90,47
Celkon-C20_id7371,,114,160,8,128,108,,150,4.60,14.3,83,46
Celkon-Millennia-Spark_id9951,1,218,854,5,480,133.5,5,200,8.00,10.1,100,66.5
Siemens-S56_id456,,,80,,101,102,,300,6.00,18,85,43
Huawei-Ascend-Y600_id8429,1,196,854,0,480,144.5,5,,,10.8,180,74.5
BLU-Life-Play-Mini_id9111,1,233,800,0,480,127,5,700,17.00,9.4,106,64.4
NIU-Niutek-4,1,218,854,5,480,137.6,5,640,16.00,10.4,139,68
Apple-iPod-touch-6th-generation_id9718,1,326,1136,0,640,123.4,1,,,6.1,88,58.6
NIU-Niutek-3,1,165,480,5,320,118,5,620,15.00,13.5,108,62.5
Samsung-SGH-C450_id3385,,119,128,5,128,103.5,,180,2.50,15.5,70,44
Panasonic-X800_id1076,,,208,,176,100,,230,5.00,17,99,48
Motorola-PHOTON-Q-4G-LTE_id7253,1,256,960,3,540,126.4,1,220,7.50,13.7,170,66
Samsung-E1125_id3470,,119,128,5,128,105.2,,250,6.00,14.8,66,44.1
Micromax-Canvas-Engage_id8693,1,233,800,0,480,,5,200,5.00,,,
LAVA-Iris-504Q_id9328,1,294,1280,0,720,146.7,1,200,,7.9,149,72.5
Samsung-SPH-A420_id1435,,,160,,128,85,,,3.50,21.5,82,43.5
LAVA-Iris-win-1_id9319,1,233,800,0,480,125.04,1,,12.00,10.98,,64.33
BlackBerry-Style-9670_id4589,,,400,,360,96,5,252,4.50,18.5,131,60
Haier-N90_id3069,,117,220,4,176,104,,216,4.00,25.5,120,53
Philips-759_id1095,,,160,,128,98,,250,5.00,18,89,44
Nokia-7510-Supernova_id2949,,182,320,2,240,92.5,,300,6.00,16.7,124,46.4
LG-420G_id4563,,,,,,,,552,7.00,,81,
Karbonn-A2_id8374,3,235,800,0,480,124,,120,3.50,12.4,110,63.6
Karbonn-K451M_id6483,,141,220,0,176,102,,300,4.00,14.5,80,45
Samsung-SPH-A900_id1365,,,320,,240,98,,,3.00,15,101,51
Verykool-Maverick-s5518Q_id9917,1,267,1280,5,720,157,1,288,9.00,8.10,172,77.7
Lemon-Mobiles-iQ-303_id5966,,,,0,,110,,196,6.00,14.2,102,57
NEC-n401i_id948,,,220,,176,90,,200,3.20,23,90,45
Nokia-3110-Evolve_id2503,,,160,,128,108.5,,370,4.00,15.6,87,46
Samsung-SGH-A137_id2911,,91,128,0,128,88,,240,3.00,20,79,45
Spice-Mobile-M-4580-DV_id5798,,114,160,8,128,107,,650,10.00,15.7,92,46.2
Samsung-Galaxy-S4_id7597,1,441,1920,0,1080,136.6,2,,,7.9,131,69.8
Samsung-SGH-P910_id1617,,,320,,240,94.5,,210,2.70,26.5,124,47.5
Sony-Ericsson-Xperia-PLAY-4G_id5708,3,245,854,0,480,119,5,425,8.41,16,175,62
Sagem-my401C_id2778,,,160,,128,86,,250,3.30,18.5,82,43.3
Motorola-XT701_id6520,3,265,854,7,480,115.9,5,320,9.00,10.9,160,60.9
Motorola-RAZR-V3m_id1566,,,220,,176,98,,215,3.33,14.5,100,53
ARCHOS-7-Home-Tablet_id5300,3,133,800,0,480,203,,,,12,388,107
Micromax-Bolt-D320_id9712,1,218,854,5,480,,5,200,5.50,,,
Samsung-SPH-A503_id1801,,,320,,240,96.5,,190,3.00,18,100,46
Sagem-MY-V-65_id733,,,160,,128,110,,375,4.50,22,106,46
Sony-Ericsson-R306_id2559,,,160,,128,90,,410,9.00,16,93,48
Nokia-6265i_id1326,,,320,,240,98,,288,3.50,22,99,48
General-Mobile-Ultimate-Slim_id6759,,125,320,2,240,110,5,220,4.00,11.2,,56.5
Kyocera-KE-414--KX414--KE414C-Phantom_id702,,,80,,104,113,,180,3.50,23,100,48
BLU-Studio-One_id10145,1,294,1280,0,720,143.5,2,,,7.7,,71.2
Samsung-Trance_id3381,,134,220,1,176,102,,300,4.50,14,100,50
PCD-CDM-8930_id778,,,220,,176,96.42,,100,3.50,23.36,110,46.22
Fly-Horizon-1-IQ239_id9225,3,165,480,5,320,118.4,5,,4.00,11.4,99,63
LG-Splendor_id7137,3,217,800,3,480,125,5,240,9.00,9,120,67
ZTE-V55_id5757,,,,,,,,,,,,
Apple-iPad-mini-4_id9641,1,324,2048,9,1536,203.2,2,,,6.1,299,134.6
Spice-Mobile-M-5220_id6880,,141,220,0,176,111,,302,8.40,14.4,129,47
Huawei-M835_id5204,3,143,320,8,240,104,,210,4.00,13,110,55
Amoi-F320_id6159,,167,400,8,240,105,,,,16,100,51
Alcatel-OT-806D_id5431,,143,320,8,240,118.5,,650,9.00,12.2,105,59
Samsung-SGH-P107_id707,,,160,,128,89,,110,4.50,22.5,93,48
Nokia-X_id8349,1,233,800,0,480,115.5,5,408,13.30,10.4,129,63
Celkon-C3030_id7316,,154,320,6,240,120,,750,13.33,16,152,56
Verykool-i672_id7210,,,,4,,119,,,,13,90,57.2
Alcatel-OT-C701_id2133,,,160,,128,89,,350,7.66,22,83,46
Micromax-Bolt-A069_id9722,1,196,854,0,480,,5,210,7.00,,,
Samsung-Messager_id2887,,134,220,1,176,112,,250,4.00,18,130,51
LG-GS106_id4536,,121,128,5,128,103.9,,800,10.00,12.9,70,43.5
LG-KF245_id3970,,,220,,176,94,,200,3.00,16,91,47
BlackBerry-Torch-9800_id4495,3,188,480,2,360,111,5,408,5.50,14.6,161,62
Celkon-AR-40_id8600,1,233,800,0,480,126.2,5,,,10.8,126,64
Asus-Transformer-Book-T90-Chi_id9054,1,170,800,9,1280,242,2,,,7.5,400,137
Zen-Mobile-Ultrafone-105-3G_id9439,2,165,480,5,320,,5,,,,,
Karbonn-A108_id9996,3,165,480,5,320,116,5,150,3.00,10.2,,62.8
Haier-T60_id2902,,,220,,176,103,,150,3.00,12.5,78,47
i-mate-Ultimate-9502_id2456,3,286,640,8,480,116,5,180,4.33,17.8,200,60
Micromax-X098_id8853,,116,160,8,128,108.3,,480,7.00,16.9,88,46
i-mobile-Hitz1012_id6343,,121,128,5,128,104.5,,320,3.50,12.5,70,44.5
LAVA-Iris-X1_id9308,1,218,854,5,480,134,1,,9.75,8.9,138,66
Sharp-v902sh_id978,,,320,,240,189,,140,3.00,27,149,51
Asus-P735_id2745,3,143,320,8,240,109,,220,5.00,19,143,59
Samsung-Galaxy-Tab-2-10,1,149,800,1,1280,257,1,,,10,585,175
Yezz-Ritmo-2_id7179,,111,120,8,160,103.5,,144,4.00,13,55,56.7
Vertu-Constellation-Ayxta_id5611,,167,320,4,240,100,,300,6.00,18,175,48
Nokia-N-Gage-QD_id808,,,208,,176,118,,264,5.00,22,143,68
ZTE-Tania_id6404,3,217,800,3,480,128.6,5,200,4.00,10.7,158,67.8
Micromax-Canvas-Xpress-2_id9691,1,294,1280,0,720,,1,393,9.50,,,
Samsung-SGH-P735_id809,,,220,,176,95,,103,3.20,24,123,45
Samsung-BEATb_id3022,,200,320,0,240,109,,250,5.00,9.9,68,46
Karbonn-Titanium-S99_id9248,1,235,800,0,480,133,5,168,5.00,9.7,,66
Samsung-SGH-i550w_id2951,,154,320,6,240,115,5,500,7.00,13.8,109,53
Emporia-FLIP-basic_id8675,,117,220,4,176,,,,,,,
Nokia-7390_id1725,,,320,,240,90,,220,3.00,19,115,47
Alcatel-OT-995_id6924,2,217,800,3,480,127,5,,,9.8,124,68
LAVA-Iris-X1-Atom-S_id9900,3,233,800,0,480,125.5,5,300,14.30,9.65,112,63.4
Nokia-5200_id1715,,,160,,128,92.5,,263,3.20,21,104,48
LG-ENV_id1616,,,240,,320,118,,460,4.30,20,130,53
Haier-HG-A7_id2904,,,,,,,,240,3.50,,77,
Micromax-A89-Ninja_id7899,1,235,800,0,480,,5,170,4.00,,,
ViewSonic-ViewPad-E70_id6841,3,133,480,0,800,,5,,,,377,
Lemon-Mobiles-Duo-402_id6081,,,,6,,118,,240,5.00,12.5,95,52
BLU-ULTRA_id5268,,88,64,3,96,105.5,,400,8.00,12.7,,45
Xolo-Q900_id8214,1,312,1280,7,720,137,1,384,13.00,9.9,,70
Karbonn-KT62_id7614,,143,320,8,240,100,,200,3.00,13,85,55
Sony-Ericsson-t61z_id597,,,,,,121,,250,6.00,23,125,54
LAVA-KKT-50_id6572,,167,400,8,240,,,,,,,
Nokia-107_id8090,,114,160,8,128,,,576,12.70,,76,
Nokia-1202_id3252,,,68,,96,105.3,,636,9.00,13.1,78,45
Nokia-Tresher_id3714,,167,320,4,240,100,,,,14,119,48
Nokia-6155_id1166,,,160,,128,86.6,,240,4.00,25.8,126,45.4
LG-CU320_id1343,,,220,,176,97,,200,2.50,24,120,48
LG-F60_id8938,1,207,800,5,480,127.5,1,216,6.00,10.6,130,67.9
Asus-Padfone-S-Plus_id9346,1,441,1920,0,1080,,3,,,,,
Motorola-MOTO-A810_id2851,,180,320,2,240,105,,170,5.16,14,100,51
Samsung-SGH-J400_id2432,,,220,,128,99,,250,3.00,15.9,100,49.5
BlackBerry-Z20_id9028,1,294,1280,0,720,,2,,,,,
Sagem-MyX-8_id1067,,,320,,240,115,,300,4.00,20.8,121,47
Spice-Mobile-Mi-310_id5742,,186,480,1,320,116,,200,2.50,11.95,120,60
Alcatel-OneTouch-Scribe-Easy_id7750,1,187,800,0,480,143,5,360,10.00,9.8,162,78.4
Sagem-my301X_id2801,,,128,,128,105,,350,4.00,14,88,46
Nokia-N95-US_id2346,3,154,320,6,240,99,5,250,4.16,21,120,53
Samsung-Galaxy-S5-Active_id8665,1,432,1920,1,1080,145,2,480,29.00,9,170,73
Alcatel-OneTouch-POP-Star-3G_id9617,1,294,1280,0,720,141,1,566,12.00,8.6,,71.5
Amoi-F36_id6181,,167,320,4,240,105.6,,,,12.8,100,51.6
LG-VX4600_id561,,,160,,120,87,,129,3.50,25,96,46
LAVA-Pixel-V2_id9869,1,294,1280,0,720,141.6,2,,24.50,7.6,128,70.8
Nokia-6210-Navigator_id2584,3,167,320,4,240,103,,244,3.70,14.9,117,49
Samsung-Stunt_id4152,,121,160,7,128,107,,200,3.30,14,74,43
Nokia-6670_id955,,,208,,176,108.6,,240,4.00,20.9,118,53
Samsung-GALAXY-Pro_id5271,3,143,240,8,320,108.6,,620,11.00,10.65,103,66.7
Mitsubishi-M430i--M900_id1016,,,320,,240,105,,200,4.00,24,125,49
Nokia-N900_id4008,3,267,480,5,800,110.9,5,288,6.30,19.5,181,59.8
Cricket-MSGM8-II_id4829,,,176,,220,107,,250,5.00,13,106,61
LAVA-Iris-454_id7846,1,245,960,5,540,137,5,280,5.00,9.9,155,70
LG-Optimus-F3Q_id8243,1,233,800,0,480,122,1,384,16.00,14,182,65
CAT-B15Q_id8911,1,233,800,0,480,125,1,504,16.00,14.95,170,69.5
LAVA-Iris-X1-Beats_id9309,1,196,854,0,480,144,1,11,19.00,9.0,,71.8
Yezz-Zenior_id7184,,111,120,8,160,113.8,,144,3.00,13.8,70,51.1
Nokia-6263_id2342,,182,320,2,240,94.5,,270,3.30,21.6,105,48
LG-Spectrum-2_id7313,1,312,1280,7,720,134.8,1,473,10.40,9.2,148,68.3
Motorola-DROID-3_id5305,1,275,960,0,540,123.3,5,300,9.16,12.9,184,64.1
Motorola-T720-CDMA_id421,,,160,,120,89,,225,2.25,23,112,47
Samsung-E2100L_id4023,,116,160,8,128,108,,250,3.50,14.3,74,43.6
Samsung-SGH-T139_id4391,,,160,,128,95,,300,7.00,18,84,48
Motorola-Rival_id3561,,128,220,2,176,97,,510,5.33,18,125,51
Samsung-SGH-M310_id2700,,,160,,128,87,,300,4.00,19.6,86,45
BlackBerry-Porsche-Design-P9981_id6514,2,286,480,8,640,115,5,,,11.3,155,67
Samsung-SGH-X680_id1601,,113,160,8,128,88,,200,3.50,19,81,44
BlackBerry-PlayBook_id4983,1,170,600,0,1024,194,1,,,10,400,130
Samsung-SGH-ZX10_id1371,,,220,,176,88,,300,4.00,26,105,48
Lenovo-S850_id8441,1,294,1280,0,720,140,1,336,13.00,8,140,71
Nokia-5235-Comes-With-Music-Latin-America_id4275,3,229,640,2,360,111,5,438,7.00,15.5,115,51.7
Samsung-Galaxy-Tab-Pro-10,1,299,1600,1,2560,243.1,2,,,7.3,469,171.4
Nokia-5228_id4699,,229,640,2,360,111,,432,7.00,14.5,113,51.7
Samsung-Galaxy-Tab-Pro-12,1,247,1600,2,2560,295.6,3,,,7.95,732,204
Videocon-V1414_id6547,,141,220,0,176,,,250,4.50,,,
LG-KM570_id4493,3,155,400,0,240,105.9,5,100,4.00,11.9,90,52.6
Motorola-i420_id5303,,,,,,,,,,,,
Samsung-SGH-T155G_id4236,,119,128,5,128,91,,350,7.00,20,81,44
Samsung-SGH-X467_id1560,,,160,,128,85,,200,3.00,22,70,43.5
LG-Cookie-3G_id4758,3,143,320,8,240,102.4,5,296,3.51,11.9,92,56.4
Samsung-Galaxy-Premier_id7537,1,316,1280,7,720,133.9,1,790,21.66,8.8,130,68
Videocon-V1516_id7930,,,,4,,118.6,,,,14.6,,51.0
Alcatel-OT-282_id6795,,114,160,8,128,,,,,,,
LG-C710_id5081,3,292,800,2,480,116,5,,,16,158,56
i-mobile-S288_id6299,,182,240,2,320,,,124,7.00,,96,
Karbonn-S7-Titanium_id8254,1,441,1920,0,1080,143.5,1,200,4.00,9.3,156,72
Xolo-Hive-8X-1000_id9134,1,294,1280,0,720,140,2,352,11.00,7.9,,70
Nokia-5000_id2720,,200,320,0,240,106,,336,4.75,11,74,46
Samsung-SGH-E335_id1000,,,160,,128,87,,220,3.50,23,85,46
Videocon-V1310_id6036,,114,160,8,128,108,,480,12.00,15.9,,46.8
i-mobile-i692_id6293,,,,2,,116,,600,10.00,11.95,120,60
GIGABYTE-GSmart-Maya-M1_id7808,1,245,960,5,540,136,1,300,4.00,9.7,150,67
Amoi-S500_id6585,,167,320,4,240,118,,,,11.8,100,49.6
Samsung-Monte-S5620_id4361,,155,400,0,240,108.8,,769,9.70,12.4,92,53.7
Nokia-6060--6061--6062_id1257,,,160,,128,85,,400,3.50,24,92,44
Nokia-N79_id3110,3,167,320,4,240,110,,370,5.50,15,97,49
LG-KG245_id1460,,116,160,8,128,89,,200,3.00,22,83,46
Sony-Ericsson-W850--W830_id1756,,,320,,240,98,,300,7.00,21,116,47
Samsung-Ultra-B_id3503,,182,320,2,240,114,,400,5.50,11.8,88,46.3
General-Mobile-DSTW1_id3903,3,143,320,8,240,117,,150,4.00,18.1,144,61
Motorola-MOTO-W233-Renew_id3359,,113,128,6,128,111,,450,9.16,14.7,83,45
Samsung-Juke_id2392,,176,220,4,128,97,,250,3.50,21,80,30
Nokia-Lumia-822_id7487,1,217,800,3,480,,1,254,10.30,,142,
Haier-N70_id3070,,117,220,4,176,93,,170,5.80,23.7,90,50
Alcatel-OT-209_id5322,,125,128,4,128,108,,400,5.00,15.3,65,46
Sony-Ericsson-Yendo_id4732,3,154,320,6,240,93.5,,312,3.50,15.8,81,52
Samsung-JetSet_id2969,,190,320,1,240,92,,250,3.50,18,94,47
Sony-Ericsson-T715a_id3814,,182,320,2,240,91.5,,400,10.00,14.9,96,48
BlackBerry-7130e_id1381,,,260,,240,117,,192,3.00,23,133,56
LG-G-Flex_id8199,1,245,1280,0,720,160.5,2,624,29.00,7.9,177,81.6
Sony-Ericsson-Cedar_id4730,,182,320,2,240,111,,420,12.50,15.5,84,49
Huawei-MediaPad-10-FHD_id6982,1,224,1200,1,1920,257.4,1,,,8.8,580,175.9
Nokia-5800-Navigation-Edition_id4004,3,229,640,2,360,111,5,406,8.80,15.5,109,51.7
mobiado-GRAND-TOUCH-ASTON-MARTIN_id7016,3,233,800,0,480,123.3,5,713,14.00,14.4,178,61.8
HTC-Wildfire-S_id5211,3,180,480,2,320,101.3,5,360,7.10,12.4,105,59.4
ARCHOS-50c-Oxygen_id8472,1,294,1280,0,720,145,1,,,7.64,140,69.8
HTC-Desire-520_id9515,1,218,854,5,480,,1,,,,139,
LG-Vu_id2438,,155,400,0,240,108,,250,3.00,13,94,55
Samsung-Galaxy-Tab-A-10,1,224,1920,1,1200,254.2,2,,,8.2,525,155.3
LG-KC560_id3312,,167,320,4,240,106.6,,250,3.00,14.9,128,51.4
ARCHOS-Diamond-Plus_id10002,1,401,1920,5,1080,152.6,2,,,8.4,160,76.4
OPPO-3000_id9197,1,312,1280,7,720,137.6,1,,,8.95,126,68.8
Karbonn-Titanium-Dazzle-2-S202_id9809,1,196,854,0,480,,1,,,,,
Samsung-SGH-E750_id1175,,,220,,176,90,,240,8.00,23,90,45
Samsung-SCH-A770_id837,,,160,,128,,,,,,,
Micromax-X235_id5878,,141,220,0,176,111.5,,240,5.00,13.8,85,47
Videocon-A31_id8386,1,233,800,0,480,128.5,5,,,10.7,,64.1
Alcatel-OneTouch-997_id7863,1,217,800,3,480,129.8,,400,16.00,10.95,143,68
Nokia-Lumia-810_id7533,1,217,800,3,480,127.8,1,400,10.30,10.9,145,68.4
PCD-GzOne-Type-V--Casio-Hitachi-G-Shock-NX9200_id1696,,182,320,2,240,104,,170,3.30,28,150,51
Nokia-7088_id2022,,,160,,128,86,,144,2.50,23,113,45
Samsung-Finesse_id3612,,146,400,2,240,116,,300,3.50,12,103,58
TerreStar-Genus_id4914,,154,240,6,320,118.8,,,,19.25,130,64.8
ARCHOS-101-XS-2_id8219,1,149,800,1,1280,273,2,,,10.1,636,169
Alcatel-OT-222A_id5851,,125,128,4,128,90,,400,7.00,11.3,71,44.5
Karbonn-K-505_id6470,,128,220,2,176,110,,720,12.00,14.3,80,47.7
Motorola-FIRE_id5444,3,143,320,8,240,116.5,5,,9.16,13.45,110,58
Motorola-i296_id4370,,114,160,8,128,118,,144,2.91,15,84,48
